Value,CumulativeFrequency,Cummulative_frequency,simulation_number,parameter_name
1,11554,1,BASE_SIMULATION_85,NEW_SNOW_DENSITY
0,11532,0.999913292291685,BASE_SIMULATION_86,NEW_SNOW_DENSITY
0.989,11533,1,BASE_SIMULATION_86,NEW_SNOW_DENSITY
0,11569,0.999567997235182,BASE_SIMULATION_87,NEW_SNOW_DENSITY
0.997,11571,0.999740798341109,BASE_SIMULATION_87,NEW_SNOW_DENSITY
0.998,11572,0.999827198894073,BASE_SIMULATION_87,NEW_SNOW_DENSITY
1,11574,1,BASE_SIMULATION_87,NEW_SNOW_DENSITY
0,11503,0.999565519638512,BASE_SIMULATION_88,NEW_SNOW_DENSITY
0.98,11504,0.99965241571081,BASE_SIMULATION_88,NEW_SNOW_DENSITY
0.995,11505,0.999739311783107,BASE_SIMULATION_88,NEW_SNOW_DENSITY
0.998,11507,0.999913103927702,BASE_SIMULATION_88,NEW_SNOW_DENSITY
1,11508,1,BASE_SIMULATION_88,NEW_SNOW_DENSITY
0,11197,0.999821412626127,BASE_SIMULATION_89,NEW_SNOW_DENSITY
0.999,11199,1,BASE_SIMULATION_89,NEW_SNOW_DENSITY
0,10440,1,BASE_SIMULATION_90,NEW_SNOW_DENSITY
0,10793,0.999722119303446,BASE_SIMULATION_91,NEW_SNOW_DENSITY
0.995,10795,0.999907373101149,BASE_SIMULATION_91,NEW_SNOW_DENSITY
1,10796,1,BASE_SIMULATION_91,NEW_SNOW_DENSITY
0,10397,0.999423243295203,BASE_SIMULATION_92,NEW_SNOW_DENSITY
0.947,10400,0.999711621647602,BASE_SIMULATION_92,NEW_SNOW_DENSITY
0.998,10401,0.999807747765068,BASE_SIMULATION_92,NEW_SNOW_DENSITY
0.999,10403,1,BASE_SIMULATION_92,NEW_SNOW_DENSITY
0,10527,0.999525256361565,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0.978,10528,0.999620205089252,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0.993,10529,0.999715153816939,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0.995,10530,0.999810102544626,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0.997,10531,0.999905051272313,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0.999,10532,1,BASE_SIMULATION_93,NEW_SNOW_DENSITY
0,11335,0.999382824898607,BASE_SIMULATION_94,NEW_SNOW_DENSITY
0.9,11339,0.999735496385117,BASE_SIMULATION_94,NEW_SNOW_DENSITY
0.999,11340,0.999823664256745,BASE_SIMULATION_94,NEW_SNOW_DENSITY
1,11342,1,BASE_SIMULATION_94,NEW_SNOW_DENSITY
0,11201,0.999643016510486,BASE_SIMULATION_95,NEW_SNOW_DENSITY
0.997,11202,0.999732262382865,BASE_SIMULATION_95,NEW_SNOW_DENSITY
1,11205,1,BASE_SIMULATION_95,NEW_SNOW_DENSITY
0,11404,0.999912319158264,BASE_SIMULATION_96,NEW_SNOW_DENSITY
1,11405,1,BASE_SIMULATION_96,NEW_SNOW_DENSITY
0,10247,0.999707317073171,BASE_SIMULATION_97,NEW_SNOW_DENSITY
0.997,10248,0.99980487804878,BASE_SIMULATION_97,NEW_SNOW_DENSITY
1,10250,1,BASE_SIMULATION_97,NEW_SNOW_DENSITY
0,11471,0.999912831241283,BASE_SIMULATION_98,NEW_SNOW_DENSITY
